ID,Gender,State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response
31932,F,PA,19064,190,13,13,15,88,103,1,0,0,1,0,0,0,0,No
40155,M,NY,11762,117,13,13,15,88,103,1,0,0,0,0,1,0,0,No
41541,M,PA,17032,170,13,13,15,88,103,1,0,0,0,0,0,0,1,No
13931,F,MA,1940,19,13,13,15,87,102,1,0,0,0,0,0,0,1,No
23911,F,NJ,7110,71,13,13,15,87,102,1,0,1,0,0,0,0,0,No
48167,F,MD,21212,212,13,13,15,87,102,1,0,0,1,0,0,0,0,No
55578,F,NY,11374,113,13,13,15,87,102,1,0,0,0,1,0,0,0,No
23187,F,NJ,8723,87,13,13,15,86,101,1,0,0,1,0,0,0,0,No
25513,F,NY,11784,117,13,13,15,86,101,1,1,0,0,0,0,0,0,No
25687,F,NY,11780,117,13,13,15,86,101,1,1,0,0,0,0,0,0,No
42761,M,MD,21222,212,13,13,15,86,101,1,0,0,0,1,0,0,0,No
17524,F,NJ,7005,70,13,13,15,85,100,1,0,1,0,0,0,0,0,No
26252,F,NY,10027,100,13,13,15,85,100,1,0,0,0,0,0,0,1,No
33959,F,NY,11220,112,13,13,15,85,100,1,0,0,0,1,0,0,0,No
34173,F,CT,6105,61,13,13,15,85,100,1,0,0,0,1,0,0,0,No
35357,F,NJ,7046,70,13,13,15,85,100,1,1,0,0,0,0,0,0,No
37768,F,NY,11024,110,13,13,15,85,100,1,0,0,0,0,0,0,1,No
19901,F,NY,11694,116,13,13,15,84,99,1,0,0,1,0,0,0,0,No
26311,F,PA,19117,191,13,13,15,84,99,1,0,1,0,0,0,0,0,No
29532,F,NJ,8245,82,13,13,15,84,99,1,0,1,0,0,0,0,0,No
33034,F,NY,12550,125,13,13,15,84,99,1,0,0,0,1,0,0,0,No
35697,F,PA,19380,193,13,13,15,84,99,1,0,0,0,0,0,1,0,No
34227,F,MD,20815,208,13,13,15,83,98,1,0,0,0,0,0,0,1,No
42602,F,CT,6855,68,13,13,15,83,98,1,0,0,1,0,0,0,0,No
52696,M,NJ,8690,86,13,13,15,83,98,1,0,0,0,1,0,0,0,No
27108,F,CT,6084,60,13,13,15,82,97,1,0,0,0,0,0,1,0,No
46949,F,MD,21209,212,13,13,15,82,97,1,0,0,1,0,0,0,0,No
55320,F,PA,19117,191,13,13,15,82,97,1,1,0,0,0,0,0,0,No
50357,F,NJ,7960,79,13,13,15,81,96,1,0,0,0,0,1,0,0,No
57550,F,CT,6071,60,13,13,15,81,96,1,0,1,0,0,0,0,0,No
17690,M,NY,14051,140,13,13,15,80,95,1,0,0,0,0,0,1,0,Yes
32373,F,PA,15237,152,13,13,15,80,95,1,0,0,0,0,0,1,0,No
34224,F,NY,10010,100,13,13,15,80,95,1,0,0,1,0,0,0,0,No
50741,F,NY,11795,117,13,13,15,80,95,1,0,0,1,0,0,0,0,No
57548,F,NY,10002,100,13,13,15,80,95,1,1,0,0,0,0,0,0,No
59958,F,NY,10550,105,13,13,15,80,95,1,0,0,1,0,0,0,0,No
18065,M,NJ,7081,70,13,13,15,79,94,1,0,0,0,0,0,1,0,Yes
56745,F,CT,6877,68,13,13,15,79,94,1,0,0,0,1,0,0,0,No
25657,F,NJ,7107,71,13,13,15,78,93,1,0,0,1,0,0,0,0,Yes
57350,F,PA,19403,194,13,13,15,78,93,1,1,0,0,0,0,0,0,No
10982,F,NJ,7407,74,13,13,15,77,92,1,1,0,0,0,0,0,0,No
49321,F,NY,11550,115,13,13,15,77,92,1,0,0,0,1,0,0,0,No
16383,F,NY,10705,107,13,13,15,76,91,1,0,0,1,0,0,0,0,No
29940,F,CT,6016,60,13,13,15,76,91,1,0,0,1,0,0,0,0,No
40864,F,NY,11791,117,13,13,15,76,91,1,1,0,0,0,0,0,0,No
58085,F,PA,19095,190,13,13,15,76,91,1,1,0,0,0,0,0,0,No
32697,F,NY,14424,144,13,13,15,75,90,1,0,0,0,0,0,1,0,No
38832,F,NY,11705,117,13,13,15,75,90,1,1,0,0,0,0,0,0,No
50678,F,NY,11228,112,13,13,15,75,90,1,0,0,0,0,1,0,0,No
54006,F,PA,19115,191,13,13,15,75,90,1,0,0,0,1,0,0,0,No
54887,F,DE,19810,198,13,13,15,75,90,1,0,0,0,0,0,0,1,No
29264,F,NJ,8876,88,13,13,15,74,89,1,0,0,1,0,0,0,0,No
50712,F,PA,19120,191,13,13,15,74,89,1,1,0,0,0,0,0,0,No
54167,F,NY,11375,113,13,13,15,74,89,1,0,0,1,0,0,0,0,No
13342,F,PA,19149,191,13,13,15,73,88,1,0,0,0,1,0,0,0,No
48705,F,NY,11758,117,13,13,15,73,88,1,0,0,0,0,0,0,1,No
50904,M,RI,2828,28,13,13,15,73,88,1,1,0,0,0,0,0,0,No
10638,M,MD,21239,212,13,13,15,72,87,1,0,0,0,0,0,0,1,No
22554,F,NJ,8873,88,13,13,15,72,87,1,1,0,0,0,0,0,0,No
31037,M,NJ,8837,88,13,13,15,72,87,1,0,0,0,0,0,1,0,No
35170,F,NY,14094,140,13,13,15,72,87,1,0,1,0,0,0,0,0,No
56894,F,NY,11429,114,13,13,15,72,87,1,1,0,0,0,0,0,0,No
15830,F,NY,12866,128,13,13,15,71,86,1,0,1,0,0,0,0,0,No
31986,F,NJ,7203,72,13,13,15,71,86,1,0,0,0,0,0,0,1,No
42990,F,VT,5201,52,13,13,15,71,86,1,0,0,1,0,0,0,0,No
37179,M,NY,11725,117,13,13,15,70,85,1,1,0,0,0,0,0,0,No
43261,M,NY,10312,103,13,13,15,70,85,1,0,0,0,0,0,1,0,No
45415,F,NH,3079,30,13,13,15,70,85,1,0,0,1,0,0,0,0,No
50245,F,MA,1960,19,13,13,15,70,85,1,1,0,0,0,0,0,0,No
11751,F,PA,18054,180,13,13,15,69,84,1,1,0,0,0,0,0,0,No
45530,M,PA,15301,153,13,13,15,69,84,1,0,0,0,1,0,0,0,No
47545,F,PA,18964,189,13,13,15,69,84,1,0,0,0,0,0,0,1,No
30043,F,NJ,7928,79,13,13,15,68,83,1,0,1,0,0,0,0,0,No
30734,F,VT,5201,52,13,13,15,68,83,1,0,0,0,0,1,0,0,No
20972,F,NJ,7430,74,13,13,15,67,82,1,0,0,1,0,0,0,0,No
23149,M,PA,15601,156,13,13,15,67,82,1,0,0,0,0,0,0,1,Yes
34696,F,NJ,7456,74,13,13,15,67,82,1,0,1,0,0,0,0,0,No
39270,F,MA,1778,17,13,13,15,67,82,1,0,0,1,0,0,0,0,No
42593,F,MD,20603,206,13,13,15,67,82,1,0,0,1,0,0,0,0,No
49517,F,NJ,7450,74,13,13,15,67,82,1,0,0,1,0,0,0,0,No
24559,F,NY,11741,117,13,13,15,66,81,1,0,0,0,1,0,0,0,No
13841,F,NJ,7470,74,13,13,15,65,80,1,0,0,0,1,0,0,0,Yes
20546,F,PA,15143,151,13,13,15,65,80,1,0,0,1,0,0,0,0,No
35860,F,PA,19026,190,13,13,15,65,80,1,0,1,0,0,0,0,0,No
47374,F,NJ,7624,76,13,13,15,65,80,1,0,0,0,1,0,0,0,No
49301,F,PA,18201,182,13,13,15,65,80,1,1,0,0,0,0,0,0,No
56612,F,NY,11234,112,13,13,15,65,80,1,0,0,0,0,0,0,1,No
15963,F,NJ,7036,70,13,13,15,64,79,1,0,0,0,0,1,0,0,No
25773,M,MA,1201,12,13,13,15,64,79,1,0,0,1,0,0,0,0,No
58837,M,PA,15217,152,13,13,15,64,79,1,0,0,0,0,1,0,0,No
32054,F,PA,19129,191,13,13,15,63,78,1,0,0,0,0,0,1,0,Yes
34069,F,NY,11357,113,13,13,15,63,78,1,0,0,0,1,0,0,0,No
39409,F,MD,20852,208,13,13,15,63,78,1,0,0,0,1,0,0,0,No
41557,F,MA,2188,21,13,13,15,63,78,1,1,0,0,0,0,0,0,No
49051,F,NY,10021,100,13,13,15,63,78,1,0,0,0,1,0,0,0,No
22489,F,NJ,7506,75,13,13,15,62,77,1,1,0,0,0,0,0,0,No
59262,F,NJ,7070,70,13,13,15,62,77,1,0,0,1,0,0,0,0,No
27059,F,PA,15228,152,13,13,15,61,76,1,0,0,0,0,0,1,0,No
37000,F,MA,1810,18,13,13,15,61,76,1,0,0,1,0,0,0,0,No
57905,F,NY,11040,110,13,13,15,61,76,1,1,0,0,0,0,0,0,No
11516,F,NY,11803,118,13,13,15,60,75,1,0,0,0,0,0,1,0,No
12405,F,NY,11229,112,13,13,15,59,74,1,1,0,0,0,0,0,0,No
17263,F,PA,19530,195,13,13,15,59,74,1,1,0,0,0,0,0,0,No
18649,F,PA,19050,190,13,13,15,59,74,1,0,0,0,0,1,0,0,No
18701,F,NJ,7040,70,13,13,15,59,74,1,0,0,1,0,0,0,0,No
20930,F,NJ,7070,70,13,13,15,59,74,1,1,0,0,0,0,0,0,No
29431,F,MD,20657,206,13,13,15,59,74,1,0,0,1,0,0,0,0,No
33329,F,NY,11741,117,13,13,15,59,74,1,0,0,0,1,0,0,0,No
49773,F,PA,19382,193,13,13,15,59,74,1,0,0,1,0,0,0,0,No
12682,F,MA,2148,21,13,13,15,58,73,1,0,0,1,0,0,0,0,No
17700,F,MA,2169,21,13,13,15,58,73,1,0,0,0,1,0,0,0,No
19796,F,NY,11747,117,13,13,15,58,73,1,1,0,0,0,0,0,0,No
21584,F,NY,12550,125,13,13,15,58,73,1,0,0,1,0,0,0,0,No
52343,F,NY,11566,115,13,13,15,58,73,1,1,0,0,0,0,0,0,No
11718,M,NY,10466,104,13,13,15,57,72,1,0,0,0,0,0,0,1,No
17412,F,NY,11782,117,13,13,15,57,72,1,0,0,0,0,1,0,0,No
11678,F,NY,11230,112,13,13,15,56,71,1,1,0,0,0,0,0,0,No
39554,F,PA,19460,194,13,13,15,56,71,1,0,0,1,0,0,0,0,No
42163,F,NY,12205,122,13,13,15,56,71,1,0,0,1,0,0,0,0,No
42729,F,NJ,7470,74,13,13,15,56,71,1,0,1,0,0,0,0,0,No
51640,F,MD,21014,210,13,13,15,56,71,1,0,0,0,0,0,0,1,No
55513,F,MD,21217,212,13,13,15,56,71,1,0,0,0,0,0,1,0,No
28230,F,NY,14612,146,13,13,15,55,70,1,0,1,0,0,0,0,0,No
40639,F,NJ,7039,70,13,13,15,55,70,1,0,0,1,0,0,0,0,Yes
22692,F,PA,19426,194,13,13,15,54,69,1,0,0,1,0,0,0,0,No
27271,F,NY,11209,112,13,13,15,54,69,1,0,0,1,0,0,0,0,No
28465,F,MD,20735,207,13,13,15,54,69,1,0,0,0,0,0,0,1,No
32024,F,NY,10312,103,13,13,15,54,69,1,0,0,1,0,0,0,0,Yes
34423,F,PA,18042,180,13,13,15,54,69,1,0,0,1,0,0,0,0,No
17157,F,PA,19341,193,13,13,15,53,68,1,1,0,0,0,0,0,0,No
22051,F,DC,20016,200,13,13,15,53,68,1,0,0,1,0,0,0,0,No
23989,F,NY,11563,115,13,13,15,53,68,1,1,0,0,0,0,0,0,No
35826,F,CT,6430,64,13,13,15,53,68,1,0,0,0,0,1,0,0,No
52775,F,NY,11710,117,13,13,15,53,68,1,0,0,0,1,0,0,0,No
53745,F,NY,11435,114,13,13,15,53,68,1,0,0,0,1,0,0,0,No
59044,F,NJ,7458,74,13,13,15,53,68,1,0,0,1,0,0,0,0,No
20931,M,NJ,7071,70,13,13,15,52,67,1,0,0,0,0,0,0,1,No
29415,M,PA,17304,173,13,13,15,52,67,1,0,1,0,0,0,0,0,No
57906,F,NH,3269,32,13,13,15,52,67,1,0,1,0,0,0,0,0,No
29182,F,NY,11565,115,13,13,15,51,66,1,1,0,0,0,0,0,0,No
33518,F,NY,10302,103,13,13,15,51,66,1,0,0,0,0,0,0,1,No
40866,M,MD,21208,212,13,13,15,51,66,1,0,0,0,0,0,1,0,No
59383,F,PA,19607,196,13,13,15,51,66,1,0,1,0,0,0,0,0,No
22320,F,NY,11530,115,13,13,15,50,65,1,0,0,0,0,0,0,1,No
41236,M,NJ,7004,70,13,13,15,50,65,1,0,0,0,0,0,0,1,No
46230,F,PA,15148,151,13,13,15,50,65,1,0,0,0,0,0,0,1,No
58323,M,NY,10994,109,13,13,15,50,65,1,1,0,0,0,0,0,0,No
33836,F,NJ,8241,82,13,13,15,49,64,1,0,0,1,0,0,0,0,No
41422,F,PA,18447,184,13,13,15,49,64,1,0,0,0,0,1,0,0,No
16610,M,NY,10024,100,13,13,15,48,63,1,0,0,0,0,1,0,0,No
18105,F,NY,11772,117,13,13,15,48,63,1,0,0,0,0,0,0,1,No
27544,F,PA,19050,190,13,13,15,48,63,1,0,0,0,1,0,0,0,Yes
41972,F,NY,10302,103,13,13,15,48,63,1,0,0,1,0,0,0,0,No
54076,F,PA,17011,170,13,13,15,48,63,1,1,0,0,0,0,0,0,No
17872,F,MD,21122,211,13,13,15,47,62,1,0,0,0,0,1,0,0,No
31474,F,CT,6611,66,13,13,15,47,62,1,0,0,1,0,0,0,0,No
37031,F,MA,2770,27,13,13,15,47,62,1,0,0,0,0,1,0,0,No
14935,F,NJ,7460,74,13,13,15,46,61,1,1,0,0,0,0,0,0,No
17064,F,NJ,8062,80,13,13,15,46,61,1,0,0,0,1,0,0,0,No
21847,F,NY,12780,127,13,13,15,46,61,1,0,0,0,1,0,0,0,No
26618,F,NY,14809,148,13,13,15,46,61,1,1,0,0,0,0,0,0,No
28137,F,NY,11763,117,13,13,15,46,61,1,0,0,0,1,0,0,0,No
13260,F,CT,6762,67,13,13,15,45,60,1,0,0,0,0,1,0,0,No
27269,F,MD,21030,210,13,13,15,45,60,1,0,1,0,0,0,0,0,No
51647,F,NY,11201,112,13,13,15,45,60,1,1,0,0,0,0,0,0,No
17032,F,MA,1010,10,13,13,15,44,59,1,0,0,1,0,0,0,0,No
35264,F,MA,1852,18,13,13,15,44,59,1,0,0,0,0,0,0,1,No
41892,F,NY,11040,110,13,13,15,44,59,1,0,0,0,0,0,0,1,No
51100,F,MD,21061,210,13,13,15,44,59,1,0,0,1,0,0,0,0,No
27400,F,NJ,7843,78,13,13,15,43,58,1,0,0,0,0,0,1,0,No
35267,F,NJ,7036,70,13,13,15,43,58,1,0,0,1,0,0,0,0,No
40999,F,PA,18049,180,13,13,15,43,58,1,0,0,0,0,0,0,1,No
46190,F,NJ,8527,85,13,13,15,43,58,1,1,0,0,0,0,0,0,No
31727,F,PA,19018,190,13,13,15,42,57,1,0,0,0,1,0,0,0,No
40752,M,PA,19148,191,13,13,15,42,57,1,0,0,1,0,0,0,0,No
51693,F,MA,2021,20,13,13,15,42,57,1,0,0,0,0,0,1,0,No
51830,F,NJ,8701,87,13,13,15,42,57,1,0,0,1,0,0,0,0,No
10168,F,NY,11354,113,13,13,15,41,56,1,0,0,1,0,0,0,0,No
15284,F,MA,2322,23,13,13,15,41,56,1,0,0,0,0,0,0,1,No
35451,F,MD,20852,208,13,13,15,41,56,1,0,0,0,0,1,0,0,No
56258,F,MA,1938,19,13,13,15,41,56,1,1,0,0,0,0,0,0,No
11178,F,NY,10960,109,13,13,15,40,55,1,0,0,0,0,0,0,1,No
17797,F,CT,6807,68,13,13,15,40,55,1,1,0,0,0,0,0,0,No
28573,F,PA,17339,173,13,13,15,39,54,1,0,0,0,0,0,0,1,No
53432,M,NY,11598,115,13,13,15,39,54,1,0,0,0,0,0,0,1,Yes
55075,F,NH,3223,32,13,13,15,39,54,1,0,0,1,0,0,0,0,No
57496,F,PA,15145,151,13,13,15,39,54,1,1,0,0,0,0,0,0,No
10676,F,PA,19111,191,13,13,15,38,53,1,1,0,0,0,0,0,0,No
15657,M,NY,11581,115,13,13,15,38,53,1,0,0,0,0,0,1,0,No
24667,F,NJ,7009,70,13,13,15,38,53,1,1,0,0,0,0,0,0,No
48598,F,NY,10562,105,13,13,15,38,53,1,0,1,0,0,0,0,0,No
38715,F,MD,21224,212,13,13,15,36,51,1,0,0,1,0,0,0,0,No
53914,M,MA,1923,19,13,13,15,36,51,1,0,0,0,0,0,1,0,No
11232,M,MA,1864,18,13,13,15,35,50,1,0,0,1,0,0,0,0,No
27141,F,MA,1876,18,13,13,15,35,50,1,0,0,1,0,0,0,0,No
11318,F,PA,19053,190,13,13,15,34,49,1,0,0,0,0,0,1,0,No
26294,F,DE,19934,199,13,13,15,34,49,1,0,0,0,0,1,0,0,No
52265,F,MA,1013,10,13,13,15,34,49,1,1,0,0,0,0,0,0,No
20917,F,PA,18603,186,13,13,15,33,48,1,0,0,0,1,0,0,0,No
30500,F,CT,6002,60,13,13,15,33,48,1,0,0,0,1,0,0,0,No
34756,F,NJ,7090,70,13,13,15,33,48,1,0,0,0,0,1,0,0,No
52043,F,CT,6001,60,13,13,15,33,48,1,0,0,0,0,1,0,0,No
24533,F,MA,1887,18,13,13,15,32,47,1,0,0,0,0,1,0,0,No
26048,F,NY,10016,100,13,13,15,32,47,1,0,0,1,0,0,0,0,No
37673,F,PA,15216,152,13,13,15,32,47,1,1,0,0,0,0,0,0,No
39700,F,NJ,8533,85,13,13,15,32,47,1,0,0,0,0,0,0,1,No
28311,M,RI,2889,28,13,13,15,31,46,1,0,0,1,0,0,0,0,No
29190,M,NY,10543,105,13,13,15,31,46,1,1,0,0,0,0,0,0,No
53946,F,NY,11434,114,13,13,15,31,46,1,0,0,0,0,0,1,0,No
57894,F,NJ,8823,88,13,13,15,31,46,1,0,0,0,1,0,0,0,No
19878,F,NJ,8831,88,13,13,15,30,45,1,1,0,0,0,0,0,0,No
25498,F,NJ,8865,88,13,13,15,30,45,1,0,0,1,0,0,0,0,No
44448,F,NY,10016,100,13,13,15,30,45,1,0,0,0,0,1,0,0,No
54841,F,DE,19810,198,13,13,15,30,45,1,1,0,0,0,0,0,0,No
56332,F,NY,10016,100,13,13,15,30,45,1,1,0,0,0,0,0,0,No
26551,F,NY,10573,105,13,13,15,29,44,1,0,0,1,0,0,0,0,No
56579,F,NY,11563,115,13,13,15,29,44,1,0,0,0,0,1,0,0,No
56717,F,NY,10009,100,13,13,15,29,44,1,0,1,0,0,0,0,0,No
17031,F,PA,18901,189,13,13,15,28,43,1,0,0,0,0,0,0,1,No
18091,F,NY,10314,103,13,13,15,28,43,1,0,0,1,0,0,0,0,No
49969,M,NJ,7436,74,13,13,15,28,43,1,0,0,0,0,1,0,0,No
54106,F,PA,18064,180,13,13,15,28,43,1,1,0,0,0,0,0,0,No
10725,M,NY,11201,112,13,13,15,27,42,1,1,0,0,0,0,0,0,No
27267,F,NY,11791,117,13,13,15,27,42,1,0,0,1,0,0,0,0,No
44982,F,NY,11414,114,13,13,15,27,42,1,0,0,0,0,1,0,0,No
21914,F,NJ,7660,76,13,13,15,26,41,1,0,0,0,0,0,0,1,No
24325,F,PA,19053,190,13,13,15,26,41,1,1,0,0,0,0,0,0,No
29542,F,NY,11216,112,13,13,15,26,41,1,0,0,1,0,0,0,0,No
30323,M,NY,11757,117,13,13,15,26,41,1,0,0,0,1,0,0,0,No
39360,F,PA,19103,191,13,13,15,26,41,1,0,0,0,0,0,0,1,No
42136,F,MD,21229,212,13,13,15,26,41,1,0,1,0,0,0,0,0,No
52452,F,PA,18042,180,13,13,15,26,41,1,0,0,0,1,0,0,0,No
57901,F,NY,12801,128,13,13,15,26,41,1,0,0,0,0,0,1,0,No
15171,F,NY,14215,142,13,13,15,25,40,1,0,0,1,0,0,0,0,No
43539,F,NY,10470,104,13,13,15,25,40,1,0,0,1,0,0,0,0,No
45259,M,NY,10314,103,13,13,15,25,40,1,0,0,0,0,1,0,0,No
54435,F,NY,11003,110,13,13,15,25,40,1,0,0,1,0,0,0,0,No
22536,M,CT,6432,64,13,13,15,24,39,1,0,0,0,1,0,0,0,No
29046,F,MD,21204,212,13,13,15,24,39,1,0,1,0,0,0,0,0,No
38718,F,PA,19002,190,13,13,15,24,39,1,0,0,1,0,0,0,0,No
50346,M,MD,20689,206,13,13,15,24,39,1,1,0,0,0,0,0,0,No
55455,F,NJ,8865,88,13,13,15,24,39,1,0,0,0,0,0,0,1,No
28818,F,NJ,7090,70,13,13,15,23,38,1,0,0,0,1,0,0,0,No
41983,F,NJ,7843,78,13,13,15,23,38,1,0,0,0,1,0,0,0,No
58254,M,NY,11758,117,13,13,15,23,38,1,0,0,0,0,1,0,0,No
36464,F,NY,11753,117,13,13,15,22,37,1,0,0,1,0,0,0,0,No
41793,F,CT,6066,60,13,13,15,21,36,1,0,0,1,0,0,0,0,No
46964,F,NY,11590,115,13,13,15,21,36,1,0,0,0,0,0,1,0,Yes
48047,F,PA,18938,189,13,13,15,21,36,1,0,1,0,0,0,0,0,No
13957,M,NJ,8322,83,13,13,15,20,35,1,0,0,0,1,0,0,0,No
20772,F,NJ,8083,80,13,13,15,20,35,1,0,0,0,0,1,0,0,No
30655,F,NJ,7643,76,13,13,15,20,35,1,0,0,0,1,0,0,0,No
33838,F,NY,11231,112,13,13,15,20,35,1,0,0,1,0,0,0,0,No
35508,F,NY,10989,109,13,13,15,20,35,1,0,0,0,0,0,1,0,No
40833,F,NY,11751,117,13,13,15,20,35,1,0,0,1,0,0,0,0,No
49684,F,PA,19040,190,13,13,15,20,35,1,0,0,1,0,0,0,0,No
54202,F,NY,10314,103,13,13,15,20,35,1,0,0,0,1,0,0,0,No
30594,F,NY,14850,148,13,13,15,19,34,1,1,0,0,0,0,0,0,No
37339,M,NY,11354,113,13,13,15,19,34,1,0,0,0,0,0,0,1,No
14936,M,NY,10025,100,13,13,15,18,33,1,0,0,0,0,0,1,0,Yes
31516,F,NJ,7746,77,13,13,15,18,33,1,0,0,0,1,0,0,0,No
41716,F,NJ,7028,70,13,13,15,18,33,1,1,0,0,0,0,0,0,No
51279,F,NY,11710,117,13,13,15,18,33,1,0,0,0,0,0,0,1,No
59261,F,MA,2172,21,13,13,15,18,33,1,0,0,1,0,0,0,0,No
10263,M,NJ,7760,77,13,13,15,17,32,1,0,0,0,0,0,1,0,No
13726,M,NJ,7940,79,13,13,15,17,32,1,0,0,0,1,0,0,0,No
57099,F,NJ,7010,70,13,13,15,17,32,1,1,0,0,0,0,0,0,No
19674,F,NY,11413,114,13,13,15,16,31,1,1,0,0,0,0,0,0,No
34024,F,MA,2703,27,13,13,15,16,31,1,0,0,0,0,0,0,1,Yes
35740,F,NY,11804,118,13,13,15,16,31,1,1,0,0,0,0,0,0,No
40003,F,NJ,7003,70,13,13,15,16,31,1,0,0,1,0,0,0,0,No
17279,F,PA,19126,191,13,13,15,15,30,1,0,0,0,0,0,1,0,No
20255,F,NY,11358,113,13,13,15,15,30,1,0,0,1,0,0,0,0,No
23229,F,MD,20912,209,13,13,15,15,30,1,0,0,1,0,0,0,0,No
23587,F,NJ,7756,77,13,13,15,15,30,1,0,0,0,0,0,1,0,No
45580,F,NY,10022,100,13,13,15,15,30,1,1,0,0,0,0,0,0,No
45713,M,DE,19958,199,13,13,15,15,30,1,0,0,0,0,0,0,1,No
26287,F,PA,18219,182,13,13,15,14,29,1,1,0,0,0,0,0,0,No
32797,F,PA,15601,156,13,13,15,14,29,1,0,0,1,0,0,0,0,No
43111,F,NJ,7436,74,13,13,15,14,29,1,0,0,1,0,0,0,0,No
44640,M,NH,3570,35,13,13,15,14,29,1,0,0,1,0,0,0,0,No
54141,M,PA,19380,193,13,13,15,14,29,1,0,0,0,1,0,0,0,No
59707,F,NJ,7628,76,13,13,15,14,29,1,0,0,0,0,0,1,0,No
10348,F,MD,20851,208,13,13,15,13,28,1,0,0,0,0,1,0,0,No
28486,M,NJ,7013,70,13,13,15,13,28,1,0,0,0,0,0,1,0,No
44335,F,NY,14534,145,13,13,15,13,28,1,0,0,0,0,0,0,1,No
44668,M,NJ,8724,87,13,13,15,13,28,1,0,0,0,1,0,0,0,No
19896,F,PA,18966,189,13,13,15,12,27,1,0,0,0,1,0,0,0,No
32099,F,MA,1970,19,13,13,15,12,27,1,1,0,0,0,0,0,0,No
35379,F,NY,12304,123,13,13,15,12,27,1,0,0,0,0,1,0,0,No
45820,F,PA,17406,174,13,13,15,12,27,1,0,0,1,0,0,0,0,No
51811,M,NH,3051,30,13,13,15,12,27,1,0,0,0,0,0,1,0,No
37592,F,MD,21236,212,13,13,15,11,26,1,1,0,0,0,0,0,0,No
47386,F,PA,19348,193,13,13,15,11,26,1,0,0,0,0,0,1,0,Yes
19885,F,NH,3036,30,13,13,15,10,25,1,0,0,1,0,0,0,0,No
20050,F,NJ,7041,70,13,13,15,10,25,1,0,0,0,0,0,0,1,No
22148,F,AE,9079,90,13,13,15,10,25,1,0,0,1,0,0,0,0,No
49631,F,CT,6705,67,13,13,15,10,25,1,0,0,1,0,0,0,0,No
56232,F,NJ,7081,70,13,13,15,10,25,1,0,0,0,0,1,0,0,No
57611,F,NJ,8054,80,13,13,15,10,25,1,0,0,0,0,0,0,1,No
10948,F,NY,12477,124,13,13,15,9,24,1,0,0,0,0,1,0,0,No
21045,F,NJ,8723,87,13,13,15,9,24,1,0,0,1,0,0,0,0,No
23284,F,NY,11203,112,13,13,15,9,24,1,0,0,0,0,0,0,1,Yes
24364,F,NY,11360,113,13,13,15,9,24,1,0,0,1,0,0,0,0,No
53005,F,PA,19606,196,13,13,15,9,24,1,1,0,0,0,0,0,0,No
58472,F,NY,10940,109,13,13,15,9,24,1,0,0,1,0,0,0,0,No
21220,M,MD,21152,211,13,13,15,8,23,1,0,0,0,0,1,0,0,No
23552,F,CT,6089,60,13,13,15,8,23,1,0,0,0,0,1,0,0,No
25043,F,MA,1701,17,13,13,15,8,23,1,0,0,0,0,0,0,1,No
26107,F,RI,2889,28,13,13,15,8,23,1,0,0,0,0,0,0,1,No
41688,F,NY,12418,124,13,13,15,8,23,1,0,0,1,0,0,0,0,No
46757,F,DE,19809,198,13,13,15,8,23,1,1,0,0,0,0,0,0,No
58373,F,PA,19131,191,13,13,15,8,23,1,1,0,0,0,0,0,0,No
11831,F,MA,2167,21,13,13,15,7,22,1,1,0,0,0,0,0,0,No
13475,F,PA,15091,150,13,13,15,7,22,1,0,0,0,0,1,0,0,No
21922,M,NY,11767,117,13,13,15,7,22,1,0,0,0,0,0,1,0,Yes
25778,M,MD,20723,207,13,13,15,7,22,1,0,0,0,0,0,1,0,No
56962,F,PA,17972,179,13,13,15,7,22,1,1,0,0,0,0,0,0,No
21274,F,NY,11788,117,13,13,15,6,21,1,0,0,1,0,0,0,0,No
25784,F,NJ,8822,88,13,13,15,6,21,1,0,0,0,1,0,0,0,No
30234,F,NJ,7604,76,13,13,15,6,21,1,0,0,0,0,0,0,1,No
44913,F,PA,19111,191,13,13,15,6,21,1,0,1,0,0,0,0,0,No
48009,F,VI,841,8,13,13,15,6,21,1,0,0,0,0,0,0,1,Yes
25425,F,NY,11691,116,13,13,15,5,20,1,0,0,0,0,0,0,1,No
10578,F,PA,17562,175,13,13,15,4,19,1,0,0,0,1,0,0,0,No
18265,F,NJ,7642,76,13,13,15,4,19,1,0,1,0,0,0,0,0,No
19718,F,NJ,8801,88,13,13,15,4,19,1,0,0,1,0,0,0,0,No
21318,F,NJ,8360,83,13,13,15,4,19,1,0,0,0,1,0,0,0,No
36065,M,NJ,7646,76,13,13,15,4,19,1,0,0,0,1,0,0,0,No
42145,F,NY,10021,100,13,13,15,4,19,1,1,0,0,0,0,0,0,No
48161,F,NJ,7652,76,13,13,15,4,19,1,1,0,0,0,0,0,0,No
51911,F,NY,11746,117,13,13,15,4,19,1,0,1,0,0,0,0,0,No
11711,F,NJ,7753,77,13,13,15,3,18,1,0,1,0,0,0,0,0,Yes
18896,F,NY,10925,109,13,13,15,3,18,1,0,0,0,0,0,0,1,No
